,I,TRADING,VWAFCASPRICES,1,SETTLEMENTDATE,RUNNO,LOWER5MINVWAPRICE,LOWER5MINVOLUME,LOWER5MINREVENUE,LOWER6SECVWAPRICE,LOWER6SECVOLUME,LOWER6SECREVENUE,LOWER60SECVWAPRICE,LOWER60SECVOLUME,LOWER60SECREVENUE,LOWERREGVWAPRICE,LOWERREGVOLUME,LOWERREGREVENUE,RAISE5MINVWAPRICE,RAISE5MINVOLUME,RAISE5MINREVENUE,RAISE6SECVWAPRICE,RAISE6SECVOLUME,RAISE6SECREVENUE,RAISE60SECVWAPRICE,RAISE60SECVOLUME,RAISE60SECREVENUE,RAISEREGVWAPRICE,RAISEREGVOLUME,RAISEREGREVENUE,LASTCHANGED
32,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 08:30:00,1.0,0.70136,108.7975,76.30645,0.96733,153.0175,148.01889,1.33779,180.90667,242.01457,12.66667,105.0,1330.0,0.81334,232.87417,189.40673,15.46657,309.98417,4794.39092,13.72543,309.98417,4254.66537,20.3573,110.0,2239.30323,2021/10/19 04:05:01
33,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 12:00:00,1.0,0.44,111.76583,49.17697,0.78024,157.66333,123.01498,3.24886,187.1275,607.95033,14.56667,105.0,1529.5,0.89332,236.28333,211.07743,1.87245,316.64667,592.90644,8.03283,316.64583,2543.56343,10.08902,110.0,1109.79167,2021/10/19 04:05:01
34,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 13:30:00,1.0,4.93851,103.04417,508.88507,1.02624,163.85833,168.15765,4.47069,185.9325,831.24747,14.98581,109.16667,1635.95116,1.07958,238.63583,257.62755,3.08357,328.39667,1012.63571,8.65561,331.19,2866.65095,10.09691,114.16667,1152.73067,2021/10/19 04:05:01
35,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 16:00:00,1.0,0.38726,109.51667,42.41092,0.14,150.88083,21.12332,0.9,180.13083,162.11775,4.4484,105.0,467.08183,0.88,231.33667,203.57627,3.89343,306.95167,1195.09377,8.49,306.9525,2606.02673,9.38056,110.0,1031.86123,2021/10/19 04:05:01
36,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 23:30:00,1.0,0.32645,111.8075,36.49926,0.24665,152.74167,37.6734,0.94996,183.72583,174.5325,6.54643,105.0,687.375,0.87835,235.82583,207.1366,4.32158,312.745,1351.55214,8.69978,312.74583,2720.81904,16.02598,110.0,1762.85833,2021/10/19 04:05:01
37,D,TRADING,VWAFCASPRICES,1.0,2021-10-19 01:00:00,1.0,0.43993,114.01583,50.15842,0.47476,155.26917,73.71629,1.01498,187.7025,190.51348,10.6,105.0,1113.0,0.84682,234.53917,198.61282,2.14847,313.22667,672.95879,3.08,313.2275,964.7407,12.65887,110.0,1392.476,2021/10/19 04:05:01
38,D,TRADING,VWAFCASPRICES,1.0,2021-10-19 01:30:00,1.0,0.54078,113.01,61.11382,0.50814,156.50167,79.52437,1.00999,187.56,189.43378,10.6,105.0,1113.0,0.86186,235.28583,202.78417,2.0,314.83583,629.67167,4.00879,314.83583,1262.10927,11.04833,110.0,1215.31667,2021/10/19 04:05:01
39,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 04:30:00,1.0,0.4267,113.575,48.4629,0.58521,158.29833,92.63841,1.08185,189.38167,204.883,6.70833,105.0,704.375,0.88,234.935,206.7428,4.09919,315.745,1294.299,7.73,315.745,2440.70885,7.99,110.00083,878.90666,2021/10/19 04:05:01
40,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 06:30:00,1.0,0.19669,111.49083,21.92933,0.16666,150.27667,25.04517,0.61433,181.68333,111.61363,7.1835,105.0,754.26779,0.88,234.28833,206.17373,12.61643,309.48,3904.53326,13.09296,309.48,4052.01015,15.90187,110.00083,1749.21873,2021/10/19 04:05:01
41,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 19:30:00,1.0,0.18,108.22333,19.4802,0.19002,144.13,27.38705,0.75195,174.11333,130.9251,6.04389,105.0,634.60833,0.88,231.0975,203.3658,10.20174,301.98583,3080.78139,11.56414,301.98583,3492.20713,12.22636,110.0,1344.9,2021/10/19 04:05:01
42,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 22:00:00,1.0,0.45323,113.31833,51.35947,0.30198,150.6125,45.4817,0.97168,183.74583,178.54247,10.95547,105.00083,1150.33383,0.75,230.385,172.78875,8.06502,305.81083,2466.37189,7.16702,305.81083,2191.75135,12.19662,110.0,1341.628,2021/10/19 04:05:01
43,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 23:00:00,1.0,0.38348,111.74417,42.85155,0.20917,152.44417,31.88617,0.90831,183.45167,166.63046,10.55,105.0,1107.75,0.81168,235.49917,191.15016,7.08086,312.20917,2210.7089,10.00836,312.20917,3124.70287,12.21545,110.0,1343.7,2021/10/19 04:05:01
44,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 05:30:00,1.0,0.52989,113.0275,59.89182,0.4341,154.2025,66.93983,0.99673,185.96917,185.36028,6.49279,105.0,681.74271,0.88,234.41417,206.28447,3.61574,312.35417,1129.39117,7.89043,312.35417,2464.60867,16.73661,110.0,1841.02656,2021/10/19 04:05:01
45,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 18:00:00,1.0,0.22195,106.96417,23.74107,0.24329,144.09667,35.05665,0.9166,172.83,158.41546,8.2377,105.0,864.95833,0.88,231.54583,203.76033,13.34786,302.41333,4036.56986,18.97057,302.41333,5736.95481,12.9379,110.0,1423.16894,2021/10/19 04:05:01
46,D,TRADING,VWAFCASPRICES,1.0,2021-10-18 21:00:00,1.0,0.26657,110.52,29.4614,0.22664,148.09667,33.56512,0.93349,179.18833,167.27017,6.72103,105.0,705.70833,0.88,234.49583,206.35633,6.29559,308.1625,1940.06388,9.76752,308.16333,3009.99255,11.20152,110.0,1232.16729,2021/10/19 04:05:01
47,D,TRADING,VWAFCASPRICES,1.0,2021-10-19 02:30:00,1.0,0.67395,114.02417,76.84657,0.61,158.26917,96.54419,2.16695,189.81083,411.31,10.51667,105.0,1104.25,0.87668,235.55083,206.50379,2.0,316.33833,632.67667,5.21999,316.33833,1651.2835,12.75,110.0,1402.5,2021/10/19 04:05:01
48,C,END OF REPORT,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 14:30:00,1.0,0.44,116.02833,51.05247,1.0,159.64667,159.64667,0.97367,192.78,187.70502,5.96667,105.0,626.5,0.75,235.21333,176.41,4.0,316.965,1267.86,5.11004,316.965,1619.70375,9.56833,110.00083,1052.52468,2021/11/02 04:05:02
1,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 19:00:00,1.0,0.26463,111.47917,29.50115,0.53997,145.155,78.38003,0.98488,178.08833,175.39547,5.95,105.0,624.75,0.88,231.32333,203.56453,38.25937,302.93417,11590.07111,24.22298,302.93333,7337.94739,44.11096,110.0,4852.20578,2021/11/02 04:05:02
2,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 22:00:00,1.0,0.43337,112.86083,48.91042,0.77779,151.70167,117.99257,0.90112,184.05167,165.85264,5.95,105.0,624.75,0.75,234.5975,175.94813,11.38413,310.78583,3538.02632,8.33327,310.78833,2589.88179,11.66043,110.0,1282.64675,2021/11/02 04:05:02
3,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 03:30:00,1.0,0.27078,113.8775,30.83547,1.0,160.1675,160.1675,3.64926,190.99167,696.9775,7.23667,105.0,759.85,0.77511,237.72167,184.26013,3.59624,319.83583,1150.20623,5.8118,319.83833,1858.83653,7.95,110.0,874.5,2021/11/02 04:05:02
4,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 06:00:00,1.0,0.1833,112.57667,20.63508,0.93501,153.86167,143.86184,1.00163,185.27833,185.58012,10.70765,105.0,1124.30333,0.88,234.66833,206.50813,4.98325,312.37083,1556.62192,6.05162,312.375,1890.37611,13.23156,110.00333,1455.51517,2021/11/02 04:05:02
5,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 06:30:00,1.0,0.17335,112.47167,19.49652,0.24322,152.4625,37.08253,0.79337,184.19583,146.13546,14.7,105.0,1543.5,0.88,232.6975,204.7738,14.60262,309.42,4518.34179,7.39807,309.42417,2289.14048,14.99604,110.005,1649.63984,2021/11/02 04:05:02
6,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 15:00:00,1.0,0.39996,116.99333,46.79307,1.0,158.165,158.165,0.97736,192.7075,188.34534,6.28229,105.0,659.6408,0.75841,236.5725,179.41921,4.10077,317.2875,1301.123,5.61051,317.2875,1780.14338,9.34,110.0,1027.4,2021/11/02 04:05:02
7,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 17:00:00,1.0,0.25873,112.13583,29.01308,0.52165,150.00833,78.25218,1.52037,182.14083,276.92178,6.89593,105.0,724.07308,0.75,229.9825,172.48688,14.61955,304.985,4458.74312,13.66411,304.985,4167.34753,21.24828,110.0,2337.31052,2021/11/02 04:05:02
8,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 18:00:00,1.0,0.22326,111.84333,24.97015,0.47335,146.3075,69.25419,1.01435,179.2575,181.82929,5.95,105.0,624.75,0.79347,232.67667,184.62291,41.82335,305.09167,12759.95703,24.41853,305.09167,7449.88968,41.17625,110.0,4529.38749,2021/11/02 04:05:02
9,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 20:30:00,1.0,0.18336,112.41833,20.61283,0.45464,148.22333,67.38859,0.98503,181.17333,178.4605,6.24667,105.0,655.9,0.76665,233.30417,178.86167,10.44033,307.06083,3205.81731,9.42213,307.06,2893.16036,13.97666,110.0,1537.43278,2021/11/02 04:05:02
10,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 23:00:00,1.0,0.22475,113.87833,25.59371,0.74969,153.19833,114.85083,0.90101,186.115,167.69214,9.36514,105.0,983.33987,0.75,231.6825,173.76188,6.91047,308.91917,2134.77723,7.19954,308.91917,2224.07459,9.795,110.0,1077.45,2021/11/02 04:05:02
11,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 02:00:00,1.0,0.41,115.62583,47.40659,1.0,158.63417,158.63417,1.16314,191.66833,222.93745,5.98333,105.0,628.25,0.75829,233.04583,176.71563,3.48927,314.08667,1095.93296,4.62416,314.08833,1452.39344,9.685,110.0,1065.35,2021/11/02 04:05:02
12,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 04:00:00,1.0,0.342,115.2725,39.42377,1.0,160.00833,160.00833,3.90004,192.27417,749.87648,10.04667,105.0,1054.9,0.75844,233.7375,177.27646,3.15293,315.74167,995.51029,5.05611,315.7425,1596.42829,8.2,110.0,902.0,2021/11/02 04:05:02
13,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 05:00:00,1.0,0.29889,114.2975,34.16222,1.0,157.50833,157.50833,0.96092,189.55,182.14214,11.45389,105.0,1202.6581,0.88,232.10333,204.25093,4.42719,312.35833,1382.86983,3.7604,312.36,1174.6001,18.08197,110.005,1989.10756,2021/11/02 04:05:02
14,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 18:30:00,1.0,0.25942,110.5125,28.66866,0.49124,145.76083,71.60339,0.98495,177.54417,174.87182,5.95,105.0,624.75,0.88,230.49583,202.83633,35.71655,302.5275,10805.23756,18.698,302.52667,5656.64446,32.19451,110.0,3541.39595,2021/11/02 04:05:02
15,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 21:30:00,1.0,0.18,111.30833,20.0355,0.66356,150.60667,99.93648,1.02003,181.73167,185.37242,5.95,105.0,624.75,0.75,231.50917,173.63188,9.46472,306.93667,2905.07003,6.90132,306.9375,2118.27465,11.3075,110.00333,1243.86311,2021/11/02 04:05:02
16,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 05:30:00,1.0,0.23159,112.21417,25.988,1.0,155.34417,155.34417,1.00344,185.9525,186.59185,9.68194,105.0,1016.60333,0.88,235.61583,207.34193,3.85093,314.3575,1210.56763,2.97086,314.3575,933.91099,13.64671,110.00333,1501.18308,2021/11/02 04:05:02
17,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 08:00:00,1.0,0.21793,113.16667,24.66257,0.83356,154.3325,128.64542,1.10523,186.19833,205.79165,17.14215,105.0,1799.92592,0.88,229.51,201.9688,5.97183,307.54167,1836.58601,2.5789,307.54,793.11427,9.54091,110.0,1049.5,2021/11/02 04:05:02
18,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 10:00:00,1.0,0.18348,117.59667,21.57703,0.93705,161.36583,151.20732,0.92189,195.32167,180.0649,9.79167,105.0,1028.125,0.75,236.68417,177.51313,7.57176,319.41167,2418.50884,7.40144,319.41167,2364.10552,9.675,110.0,1064.25,2021/11/02 04:05:02
19,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 12:00:00,1.0,0.62384,115.14833,71.83359,1.0,162.87417,162.87417,3.98909,194.16,774.52256,11.3,105.0,1186.5,0.76985,238.16833,183.35335,4.66295,322.1825,1502.32137,6.06132,322.1825,1952.85239,9.87,110.0,1085.7,2021/11/02 04:05:02
20,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 12:30:00,1.0,0.44,117.21417,51.57423,1.0,162.64833,162.64833,4.48064,196.06917,878.51513,11.03333,105.0,1158.5,0.79985,235.325,188.22437,4.98284,319.17917,1590.41823,7.07945,319.17917,2259.61213,10.085,110.0,1109.35,2021/11/02 04:05:02
21,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 16:00:00,1.0,0.18329,114.56583,20.99869,0.63824,154.49833,98.60699,1.02506,187.715,192.41938,7.43667,105.0,780.85,0.77859,235.31417,183.21412,5.5742,313.465,1747.31671,6.57635,313.465,2061.45528,9.69085,110.0,1065.99304,2021/11/02 04:05:02
22,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 17:30:00,1.0,0.18337,110.65833,20.29107,0.43836,147.85833,64.81574,1.10858,179.15833,198.61053,6.04143,105.0,634.3505,0.85626,232.93833,199.45679,90.91101,306.43833,27858.6186,59.04168,306.43833,18092.63371,102.53866,109.99917,11279.16766,2021/11/02 04:05:02
23,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 19:30:00,1.0,0.2218,112.17333,24.88021,0.32164,145.935,46.9383,0.96334,179.32667,172.75196,6.24667,105.0,655.9,0.88,231.79417,203.97887,17.49448,303.945,5317.36001,12.26037,303.9475,3726.50988,19.41983,110.0,2136.18105,2021/11/02 04:05:02
24,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 00:00:00,1.0,0.19,113.31083,21.52863,0.96837,154.33833,149.45676,1.03542,186.34667,192.94716,7.47167,105.0,784.525,0.84004,236.23917,198.4498,5.52107,314.27583,1735.13937,8.43058,314.27583,2649.52905,9.095,110.0,1000.45,2021/11/02 04:05:02
25,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 00:30:00,1.0,0.18664,114.145,21.30362,0.90494,155.67417,140.87602,0.98132,188.11583,184.60235,6.40913,105.0,672.95883,0.75,234.03917,175.52938,5.1673,313.01,1617.4175,6.52656,313.01,2042.8787,9.09333,110.0,1000.26667,2021/11/02 04:05:02
26,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 04:30:00,1.0,0.41,115.86833,47.50602,1.0,158.4975,158.4975,0.9407,191.81417,180.439,16.88128,105.0,1772.53452,0.88,235.70917,207.42407,6.55108,316.65833,2074.454,7.68229,316.66,2432.67449,21.1467,110.00083,2326.15417,2021/11/02 04:05:02
27,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 08:30:00,1.0,0.18,112.03833,20.1669,0.61593,155.7975,95.95985,1.06667,186.09667,198.50419,13.93333,105.0,1463.0,0.85855,227.0075,194.89821,9.47323,306.065,2899.42279,7.19197,306.06417,2201.20279,26.40895,110.0,2904.98499,2021/11/02 04:05:02
28,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 11:30:00,1.0,0.61702,117.0875,72.24551,1.0,162.8125,162.8125,3.85196,196.055,755.19507,10.565,105.0,1109.325,0.77843,237.11333,184.57585,4.00782,321.0825,1286.84204,6.15797,321.0825,1977.21666,9.74,110.0,1071.4,2021/11/02 04:05:02
29,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 13:30:00,1.0,0.43668,115.04083,50.23622,1.0,161.62833,161.62833,2.76898,193.18167,534.91543,9.18729,105.0,964.6658,0.77168,236.44833,182.46248,4.46792,319.5875,1427.89008,5.94969,319.5875,1901.44698,8.8,110.0,968.0,2021/11/02 04:05:02
30,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 15:30:00,1.0,0.18688,113.93583,21.29213,0.93372,156.64417,146.26252,0.98527,188.58583,185.80805,8.08333,105.0,848.75,0.75,233.66833,175.25125,3.58032,313.32,1121.78512,4.72974,313.32,1481.92246,8.08167,110.0,888.98333,2021/11/02 04:05:02
31,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 16:30:00,1.0,0.18332,114.94167,21.07087,0.96679,152.4425,147.37917,1.20242,186.65083,224.43237,9.28648,105.0,975.08,0.75,232.9475,174.71063,7.80179,309.65583,2415.86851,9.24928,309.65583,2864.09275,16.42252,109.99917,1806.46352,2021/11/02 04:05:02
32,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 01:30:00,1.0,0.41,112.7825,46.24082,1.0,157.48833,157.48833,1.08737,188.02167,204.44845,5.98333,105.00083,628.255,0.7583,235.78167,178.79217,3.49138,316.025,1103.36288,4.19667,316.025,1326.25251,8.22,110.0,904.2,2021/11/02 04:05:02
33,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 03:00:00,1.0,0.41,113.20833,46.41542,1.0,159.90583,159.90583,3.22955,190.13917,614.06426,10.56667,105.0,1109.5,0.78692,236.68333,186.25099,4.10113,318.615,1306.682,5.94723,318.6175,1894.89014,9.02834,110.00083,993.12468,2021/11/02 04:05:02
34,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 13:00:00,1.0,0.44,115.02333,50.61027,1.0,162.03917,162.03917,3.49338,193.45,675.7935,10.53333,105.0,1106.0,0.75,238.2675,178.70063,4.6,321.69417,1479.79317,5.73,321.69417,1843.30758,9.98668,110.0,1098.53425,2021/11/02 04:05:02
35,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 14:00:00,1.0,0.44,118.565,52.1686,1.0,160.49083,160.49083,0.95449,195.90833,186.99329,6.74,105.0,707.7,0.75,233.0275,174.77063,4.0,315.37083,1261.48333,4.73125,315.37083,1492.09768,8.26,110.0,908.6,2021/11/02 04:05:02
36,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 21:00:00,1.0,0.18,111.96417,20.15355,0.7167,149.73917,107.31788,1.00998,181.78083,183.59488,5.95,105.0,624.75,0.80509,234.77833,189.01657,9.32509,309.59667,2887.01686,8.77832,309.5975,2717.74478,14.18894,110.00417,1560.84262,2021/11/02 04:05:02
37,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 22:30:00,1.0,0.22178,114.67083,25.43206,0.56507,152.45583,86.14893,0.90112,186.38833,167.95825,7.76333,105.0,815.15,0.75,233.67667,175.2575,6.28883,310.39583,1952.02793,6.11402,310.39583,1897.76525,10.29182,110.0,1132.10057,2021/11/02 04:05:02
38,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 01:00:00,1.0,0.19004,113.09083,21.49153,1.0,156.52333,156.52333,0.97915,187.65667,183.74317,6.715,105.0,705.075,0.75,236.86583,177.64938,4.33006,316.435,1370.18228,4.7053,316.43417,1488.91697,9.05,110.0,995.5,2021/11/02 04:05:02
39,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 07:00:00,1.0,0.17837,113.36,20.21996,0.19501,151.72583,29.58762,0.85603,184.5675,157.99492,13.29548,105.0,1396.025,0.88,235.6675,207.3874,10.05607,311.875,3136.23735,6.8537,311.87667,2137.5098,15.06037,110.0025,1656.67836,2021/11/02 04:05:02
40,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 07:30:00,1.0,0.18,114.05,20.529,0.35352,152.9175,54.05933,1.80968,186.0925,336.76875,15.7927,105.0,1658.23367,0.88,234.03583,205.95153,9.09488,311.0775,2829.2133,5.48663,311.07833,1706.77222,13.96406,110.0,1536.04667,2021/11/02 04:05:02
41,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 09:00:00,1.0,0.18,113.80917,20.48565,0.9734,157.8875,153.6871,1.49244,189.32917,282.56285,13.85436,105.0,1454.70763,0.69238,218.3825,151.20325,8.69835,298.905,2599.9792,7.62537,298.905,2279.25985,16.93406,110.0,1862.74622,2021/11/02 04:05:02
42,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 09:30:00,1.0,0.18,115.90167,20.8623,0.67008,159.31167,106.75092,0.96393,192.41917,185.47855,11.03663,105.0,1158.84625,0.62048,219.68167,136.30788,7.73,301.19833,2328.26312,4.56697,301.19917,1375.56864,9.89667,110.0,1088.63333,2021/11/02 04:05:02
43,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 10:30:00,1.0,0.27336,122.07917,33.37115,1.0,161.95,161.95,0.91663,200.14583,183.45978,10.14063,105.0,1064.7658,0.75,237.305,177.97875,4.4012,320.37583,1410.03883,4.80762,320.37583,1540.24408,9.61,110.0,1057.1,2021/11/02 04:05:02
44,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 11:00:00,1.0,0.34953,121.38167,42.42637,1.0,161.98167,161.98167,0.92178,199.65083,184.03342,10.04833,105.0,1055.075,0.75,234.46083,175.84563,4.36446,317.73167,1386.72852,4.90434,317.73167,1558.26392,9.61,110.0,1057.1,2021/11/02 04:05:02
45,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 20:00:00,1.0,0.18167,111.68417,20.28927,0.22493,146.915,33.0451,0.93334,179.52333,167.5555,7.43333,105.0,780.5,0.79357,228.40333,181.254,18.41731,301.24167,5548.06226,9.48376,301.24333,2856.92037,19.55161,110.0,2150.6771,2021/11/02 04:05:02
46,D,TRADING,VWAFCASPRICES,1.0,2021-11-01 23:30:00,1.0,0.42461,113.1625,48.04937,0.8532,153.8375,131.2538,0.94154,185.84583,174.9806,5.95,105.0,624.75,0.75837,234.6775,177.97137,4.98333,312.36417,1556.61486,6.65195,312.365,2077.83675,7.87,110.0,865.7,2021/11/02 04:05:02
47,D,TRADING,VWAFCASPRICES,1.0,2021-11-02 02:30:00,1.0,0.41,113.09333,46.36827,1.0,159.49583,159.49583,0.93828,189.73917,178.02891,10.56667,105.0,1109.5,0.77505,234.94583,182.09517,3.87108,316.5925,1225.5561,5.0405,316.59333,1595.78942,8.22,110.0,904.2,2021/11/02 04:05:02
48,C,END OF REPORT,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 10:30:00,1.0,2.36302,114.045,269.49116,1.9493,162.01,315.80612,47.9525,195.34667,9367.36196,72.74114,105.0,7637.81918,0.28697,164.345,47.16218,2.78571,222.06917,618.61927,3.23592,253.78833,821.23877,44.09142,117.6525,5187.46542,2021/09/12 04:05:01
1,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 11:00:00,1.0,5.13156,115.19333,591.12197,2.4486,167.1875,409.37475,55.56724,209.65833,11650.13582,83.19068,105.0,8735.02088,0.22421,154.0575,34.5406,2.98354,217.92417,650.18537,3.36345,236.22,794.51306,26.70143,110.0,2937.1575,2021/09/12 04:05:01
2,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 14:00:00,1.0,1.97857,117.56417,232.60883,3.89521,162.99,634.88,55.70617,200.91583,11192.25114,79.46631,105.0,8343.96288,0.11018,135.2975,14.90685,3.36562,217.82333,733.10979,3.93374,215.21917,846.61563,29.92818,110.0,3292.1,2021/09/12 04:05:01
3,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 15:00:00,1.0,3.38864,113.84917,385.7935,2.87258,166.275,477.63808,43.4171,214.28333,9303.56066,51.37005,105.0,5393.85552,0.07764,129.0,10.01497,3.33918,211.21417,705.28182,3.73551,211.69583,790.79183,34.76038,110.0,3823.64197,2021/09/12 04:05:01
4,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 16:00:00,1.0,8.29735,114.47,949.79735,2.09405,158.805,332.54594,26.71259,201.95083,5394.62973,32.01954,105.00083,3362.07827,0.2602,155.93,40.57324,3.19118,241.51083,770.70388,3.79378,238.22917,903.78876,24.26866,110.0,2669.5525,2021/09/12 04:05:01
5,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 19:00:00,1.0,0.18,117.42583,21.13665,0.1407,146.39167,20.59658,1.58969,184.90083,293.93508,10.6,105.0,1113.0,0.85837,232.82833,199.85328,18.72221,305.30333,5715.95169,29.84708,305.30417,9112.43903,24.30125,110.0,2673.13762,2021/09/12 04:05:01
6,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 23:30:00,1.0,0.87702,111.86583,98.10843,1.00662,154.665,155.68842,8.44881,185.13167,1564.14213,10.6,105.0,1113.0,0.75,236.385,177.28875,2.78974,314.6475,877.78533,4.10173,314.65083,1290.61264,11.25003,110.0,1237.50367,2021/09/12 04:05:01
7,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 05:00:00,1.0,0.91815,114.2625,104.91009,1.4889,160.81167,239.43323,11.21085,192.14417,2154.09851,16.35544,105.315,1722.47338,0.76393,236.50667,180.67471,3.44654,319.07083,1099.68996,3.5751,319.0725,1140.71688,18.27875,110.0,2010.6625,2021/09/12 04:05:01
8,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 05:30:00,1.0,0.80542,113.60167,91.49664,1.50917,159.98667,241.44781,8.63737,197.64,1707.09059,15.36946,105.045,1614.48518,0.77346,236.54417,182.95817,3.15437,318.53167,1004.768,3.57673,318.5325,1139.30358,10.50866,110.0,1155.95218,2021/09/12 04:05:01
9,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 12:30:00,1.0,3.15421,114.6,361.47237,4.55368,164.75167,750.22567,56.93977,205.905,11724.18371,76.61467,105.0,8044.54017,0.11056,131.78,14.56895,3.17986,213.23667,678.06305,3.5886,214.00417,767.97582,29.27318,110.0,3220.05,2021/09/12 04:05:01
10,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 20:00:00,1.0,0.18,113.54917,20.43885,0.08732,149.02583,13.01349,2.66944,182.8675,488.15457,10.6,105.0,1113.0,0.88,232.9425,204.9894,11.1079,307.25917,3413.00414,18.25232,307.25917,5608.19273,14.13287,110.0,1554.61533,2021/09/12 04:05:01
11,D,TRADING,VWAFCASPRICES,1.0,2021-09-12 01:00:00,1.0,0.50814,112.25833,57.04316,1.96286,156.99917,308.16736,15.90409,187.15833,2976.58232,17.706,105.0,1859.12965,0.75,236.06583,177.04938,5.47029,315.96333,1728.41021,3.50053,315.96417,1106.0434,10.29667,110.0,1132.63333,2021/09/12 04:05:01
12,D,TRADING,VWAFCASPRICES,1.0,2021-09-12 03:00:00,1.0,1.36975,114.42333,156.73096,2.43572,161.57667,393.5555,16.89016,192.52667,3251.80671,15.21257,105.0,1597.31947,0.63887,218.81583,139.79447,4.56025,301.91917,1376.82745,4.53579,301.91917,1369.44214,10.14757,110.0,1116.2325,2021/09/12 04:05:01
13,D,TRADING,VWAFCASPRICES,1.0,2021-09-11 06:00:00,1.0,1.04797,114.51417,120.00788,1.08609,160.93417,174.78935,7.27849,207.63083,1511.23924,17.99795,104.99917,1889.76977,0.76262,234.4825,178.82013,3.4906,316.02667,1103.12328,3.51046,316.0275,1109.40098,7.67091,110.0,843.80037,2021/09/12 04:05:01
