,I,TRADING,VWAFCASPRICES,1,SETTLEMENTDATE,RUNNO,LOWER5MINVWAPRICE,LOWER5MINVOLUME,LOWER5MINREVENUE,LOWER6SECVWAPRICE,LOWER6SECVOLUME,LOWER6SECREVENUE,LOWER60SECVWAPRICE,LOWER60SECVOLUME,LOWER60SECREVENUE,LOWERREGVWAPRICE,LOWERREGVOLUME,LOWERREGREVENUE,RAISE5MINVWAPRICE,RAISE5MINVOLUME,RAISE5MINREVENUE,RAISE6SECVWAPRICE,RAISE6SECVOLUME,RAISE6SECREVENUE,RAISE60SECVWAPRICE,RAISE60SECVOLUME,RAISE60SECREVENUE,RAISEREGVWAPRICE,RAISEREGVOLUME,RAISEREGREVENUE,LASTCHANGED
0,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 06:30:00,1.0,1.01999,112.92083,115.17786,2.57843,194.84167,502.38559,4.76102,233.84667,1113.34794,15.85552,130.0,2061.21733,0.78765,240.38667,189.34171,11.72832,372.0475,4363.49282,12.79012,386.46417,4942.92203,20.46895,135.0,2763.30853,2021/10/11 04:05:01
1,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 08:00:00,1.0,5.92406,115.24833,682.73813,7.75087,195.37417,1514.32016,16.44143,236.25583,3884.38278,20.01031,130.0,2601.33992,0.3093,169.965,52.56933,2.08444,296.47917,617.99358,2.98323,307.61833,917.69625,7.68189,135.05667,1037.49045,2021/10/11 04:05:01
2,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 10:00:00,1.0,22.07624,116.34083,2568.36794,11.47102,199.35667,2286.82362,22.43733,240.47667,5395.65492,42.94263,130.0,5582.54225,0.0207,151.4175,3.13503,1.76999,258.14417,456.91311,2.32182,288.18833,669.12077,9.12037,135.0,1231.25,2021/10/11 04:05:01
3,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 17:30:00,1.0,0.28215,110.69917,31.2342,0.4648,154.9475,72.0196,1.86018,187.33,348.46707,7.17722,109.16667,783.51315,0.75237,233.82,175.92013,3.57413,319.18,1140.78968,5.65392,323.4,1828.47883,15.32219,114.16583,1749.27047,2021/10/11 04:05:01
4,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 19:00:00,1.0,0.22107,109.40417,24.18606,0.32008,145.85917,46.6868,0.99661,177.3775,176.77546,6.72324,105.87,711.78975,1.04252,233.07417,242.98538,6.75593,305.17583,2061.74783,8.25603,305.17667,2519.54858,9.54084,110.0,1049.49222,2021/10/11 04:05:01
5,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 22:00:00,1.0,0.26334,111.87917,29.46223,0.36556,152.45583,55.73201,1.01002,183.59917,185.43929,6.915,105.0,726.075,0.75,235.96083,176.97063,2.0,312.67917,625.35833,2.29,312.67917,716.03529,5.44,110.0,598.4,2021/10/11 04:05:01
6,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 23:30:00,1.0,0.23536,111.11917,26.15311,0.59168,155.04,91.73402,1.03,184.64917,190.18864,5.95,105.0,624.75,0.75834,235.7725,178.79688,4.16351,314.29833,1308.58372,3.58714,314.29833,1127.4309,8.18826,110.0,900.70833,2021/10/11 04:05:01
7,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 04:00:00,1.0,0.44018,113.01833,49.74833,0.67501,159.4475,107.62918,3.45697,189.63167,655.55112,5.94397,105.0,624.11667,0.75,238.36833,178.77625,2.41877,319.9825,773.96407,2.86345,319.9825,916.25486,9.52636,110.0,1047.9,2021/10/11 04:05:01
8,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 05:30:00,1.0,1.56396,115.49083,180.62272,1.11173,195.87333,217.75791,4.99262,237.2275,1184.38745,10.77308,130.0,1400.5,0.77751,242.57917,188.60871,8.81682,374.06,3298.01833,9.30945,387.625,3608.57571,18.67377,135.0,2520.95833,2021/10/11 04:05:01
9,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 14:00:00,1.0,17.46041,105.5225,1842.46596,14.73777,198.31667,2922.74637,13.81142,236.7575,3269.95744,14.82785,137.74,2042.38746,0.0506,137.915,6.97875,2.09911,273.75583,574.64494,5.88894,288.70917,1700.19201,11.10037,135.0,1498.55,2021/10/11 04:05:01
10,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 15:00:00,1.0,10.0,113.94833,1139.48333,7.56114,195.69667,1479.69022,8.71373,235.51167,2052.18574,18.35006,130.0,2385.50768,0.52805,218.05417,115.14455,2.82532,352.60083,996.21021,3.27303,368.12333,1204.87754,13.43219,135.0,1813.34587,2021/10/11 04:05:01
11,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 16:00:00,1.0,10.74338,113.83833,1223.00869,2.81059,191.69917,538.78783,5.59396,233.62333,1306.87942,11.52892,131.1825,1512.39233,0.68793,245.00583,168.54583,3.01017,374.1725,1126.32293,3.29952,388.8,1282.85345,16.29899,135.0,2200.36382,2021/10/11 04:05:01
12,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 19:30:00,1.0,0.30274,108.32333,32.7937,0.59167,146.46583,86.66007,1.0251,175.85083,180.26456,6.20833,105.0,651.875,0.88,231.925,204.094,5.78454,304.45,1761.10179,5.48378,304.45,1669.53688,7.77673,110.0,855.44012,2021/10/11 04:05:01
13,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 05:00:00,1.0,2.4492,114.70583,280.93791,3.93691,196.74333,774.56111,8.74022,237.15167,2072.75754,13.28327,130.0,1726.8257,0.77127,245.54583,189.38263,4.98484,380.46583,1896.56168,6.92474,395.60583,2739.46929,12.7037,135.0,1715.0,2021/10/11 04:05:01
14,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 07:00:00,1.0,1.02501,112.61583,115.43206,3.29266,194.70083,641.08402,7.33349,233.3775,1711.47259,19.07981,130.0,2480.375,0.59715,194.48167,116.13447,7.34087,323.87667,2377.53658,5.60699,336.83167,1888.61159,16.11491,135.0,2175.51317,2021/10/11 04:05:01
15,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 07:30:00,1.0,1.27944,113.30667,144.96864,6.60655,195.14083,1289.20698,14.17085,234.2975,3320.19374,20.70318,130.00083,2691.43046,0.31538,174.39917,55.00136,2.25285,304.825,686.72566,3.21019,318.05917,1021.02998,10.01141,135.00083,1351.54822,2021/10/11 04:05:01
16,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 10:30:00,1.0,13.6212,113.95417,1552.19292,17.15857,199.54583,3423.9219,14.95981,239.81333,3587.5617,19.80626,131.59167,2606.33863,0.00497,136.36917,0.67762,1.71284,259.54417,444.55859,3.87447,274.28167,1062.6973,13.80667,135.0,1863.90054,2021/10/11 04:05:01
17,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 12:00:00,1.0,24.9158,115.47917,2877.25575,11.85799,201.5475,2389.94863,42.57214,241.275,10271.59223,58.45962,130.0,7599.75052,0.00166,130.6775,0.21726,1.72616,257.35583,444.23683,2.2827,267.53083,610.69281,15.6921,135.0,2118.43305,2021/10/11 04:05:01
18,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 13:00:00,1.0,17.45788,112.25,1959.64758,14.35134,200.44667,2876.6782,13.66907,241.96667,3307.46032,15.49359,134.725,2087.3745,0.0249,133.58083,3.32638,1.86718,267.53917,499.54285,3.34322,280.51667,937.82851,10.73185,135.0,1448.8,2021/10/11 04:05:01
19,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 16:30:00,1.0,3.60637,111.29333,401.36485,1.06704,182.865,195.12475,5.0661,220.33833,1116.2554,15.14695,125.83333,1905.99167,0.75407,239.31833,180.46363,3.00934,356.59,1073.09908,3.38317,369.11917,1248.79425,18.16815,130.83333,2376.9995,2021/10/11 04:05:01
20,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 18:00:00,1.0,0.2201,111.82417,24.61195,0.5733,147.32917,84.46438,1.03,179.95583,185.35451,4.52667,105.0,475.3,0.77171,230.15,177.6084,3.29083,303.28,998.04215,4.91689,303.27833,1491.18474,9.78389,110.00083,1076.23563,2021/10/11 04:05:01
21,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 20:30:00,1.0,0.18667,109.22167,20.38797,0.5253,148.68167,78.10269,1.01504,178.3,180.982,7.84471,105.0,823.69475,0.77506,234.10333,181.44496,2.68134,308.17833,826.3307,1.91658,308.18,590.65179,5.90333,110.0,649.36667,2021/10/11 04:05:01
22,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 00:30:00,1.0,0.31419,113.15917,35.55298,0.61,156.1375,95.24388,2.95586,187.45417,554.08846,5.95738,105.0,625.525,0.75,235.12083,176.34063,2.32393,314.4175,730.68329,2.325,314.4175,731.02078,10.94546,110.0,1204.00073,2021/10/11 04:05:01
23,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 04:30:00,1.0,4.49086,114.9625,516.28058,4.9951,196.85333,983.30199,8.93938,237.4275,2122.45527,14.36866,130.0,1867.92558,0.80439,245.59167,197.55233,6.40562,383.08083,2453.86867,7.0812,399.46083,2828.6632,13.86451,135.0,1871.70833,2021/10/11 04:05:01
24,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 09:00:00,1.0,14.33037,115.14083,1650.01088,10.18628,198.18167,2018.73322,16.56544,238.17417,3945.46024,33.98143,129.99917,4417.55709,0.02703,130.87,3.53757,1.83398,256.96,471.25979,2.29948,269.01917,618.60339,8.95889,135.0,1209.45,2021/10/11 04:05:01
25,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 11:30:00,1.0,24.05447,115.01417,2766.60536,13.79281,201.28833,2776.3318,21.49399,240.5575,5170.54051,36.21718,130.0,4708.23372,0.00533,133.145,0.7095,1.8163,258.63167,469.75208,2.40374,272.085,654.02259,26.26827,135.0,3546.21667,2021/10/11 04:05:01
26,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 14:30:00,1.0,10.82965,114.62667,1241.36667,8.40479,197.16583,1657.13698,10.57326,237.2075,2508.05631,18.05159,130.00083,2346.72208,0.0677,145.12417,9.8249,2.23587,281.745,629.94483,2.89261,297.63417,860.94087,11.27235,135.0,1521.76667,2021/10/11 04:05:01
27,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 15:30:00,1.0,10.81372,114.51833,1238.36891,7.60165,194.405,1477.79893,9.7605,235.10083,2294.70194,24.57132,130.0,3194.27175,0.69966,244.48,171.05227,3.31267,376.885,1248.49605,3.93785,392.00667,1543.66373,21.49827,135.0,2902.26612,2021/10/11 04:05:01
28,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 17:00:00,1.0,0.31824,110.60583,35.19867,0.46222,162.95583,75.32114,1.69226,195.995,331.67524,5.06396,113.33333,573.91583,0.75504,239.51833,180.84538,4.02687,339.76833,1368.20441,4.7127,350.8125,1653.27461,15.7272,118.33333,1861.05167,2021/10/11 04:05:01
29,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 21:00:00,1.0,0.25984,110.43917,28.69676,0.45783,149.90917,68.63338,1.0199,180.37583,183.96603,5.78165,105.0,607.07325,0.75,231.22583,173.41938,2.42082,306.1625,741.16425,3.41586,306.1625,1045.80886,5.86184,110.0,644.80203,2021/10/11 04:05:01
30,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 02:00:00,1.0,0.43,111.0625,47.75663,0.70665,158.87167,112.26625,3.53734,187.27083,662.44076,5.95,105.0,624.75,0.75,236.66583,177.49938,2.24158,317.875,712.54213,3.5879,317.875,1140.50503,11.14568,110.0,1226.025,2021/10/11 04:05:01
31,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 03:00:00,1.0,0.43001,113.16083,48.6605,0.67498,159.755,107.8317,3.52649,189.99,669.99823,5.95833,105.0,625.625,0.75,234.52167,175.89125,2.24397,316.34833,709.87586,2.98278,316.34833,943.59601,9.11966,110.0,1003.16252,2021/10/11 04:05:01
32,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 21:30:00,1.0,0.26996,112.3175,30.32135,0.32817,151.11333,49.5902,1.00998,183.0975,184.92537,5.745,105.0,603.225,0.75,231.68,173.76,2.0,307.45917,614.91833,2.25296,307.45917,692.69266,5.44,110.0,598.4,2021/10/11 04:05:01
33,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 22:30:00,1.0,0.20327,113.44333,23.05966,0.4916,153.42083,75.42132,1.02503,185.83667,190.48752,5.31333,105.0,557.9,0.75,233.49917,175.12438,2.98154,310.8925,926.93734,2.32473,310.8925,722.74237,7.475,110.0,822.25,2021/10/11 04:05:01
34,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 01:00:00,1.0,0.49954,112.52667,56.21202,0.67323,156.77667,105.54702,3.42774,187.26833,641.90721,5.95778,105.0,625.56667,0.75,236.51333,177.385,2.08335,316.2575,658.87583,2.36015,316.2575,746.4139,10.54076,110.0,1159.48327,2021/10/11 04:05:01
35,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 11:00:00,1.0,15.88553,117.175,1861.38671,12.84088,200.13833,2569.95141,18.01041,242.3875,4365.49861,21.6681,130.48333,2827.32621,0.0,131.95,0.0,1.6272,258.00167,419.81921,3.37782,271.04667,915.54644,31.64852,135.0,4272.55,2021/10/11 04:05:01
36,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 13:30:00,1.0,19.18295,110.42667,2118.30941,14.73394,199.65833,2941.75417,13.4171,239.06,3207.49244,18.98639,134.12167,2546.48652,0.04152,136.8225,5.6805,2.01557,272.21083,548.65868,4.39514,286.47917,1259.11615,11.5479,135.0,1558.96667,2021/10/11 04:05:01
37,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 20:00:00,1.0,0.18662,109.69667,20.47212,0.4382,147.43,64.60318,1.00995,177.89833,179.66868,5.2,105.0,546.0,0.79314,231.17083,183.35075,5.07669,304.37083,1545.19575,5.67043,304.37083,1725.91294,8.01994,110.0,882.19285,2021/10/11 04:05:01
38,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 08:30:00,1.0,6.34273,115.87,734.93156,6.46114,196.22667,1267.84827,13.54301,237.42833,3215.49422,23.06311,129.99833,2998.16613,0.19047,143.67417,27.36562,1.90087,270.30083,513.80699,2.46386,281.22833,692.90762,9.61395,135.27417,1300.51939,2021/10/11 04:05:01
39,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 09:30:00,1.0,18.46017,113.89417,2102.50551,11.24576,198.9475,2237.31575,19.81818,237.8225,4713.20967,33.26706,130.14,4329.37547,0.10718,146.43833,15.6954,1.88264,268.76833,505.99487,2.34439,287.81583,674.75385,9.01471,135.00083,1216.99307,2021/10/11 04:05:01
40,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 18:30:00,1.0,0.18,108.77083,19.57875,0.34504,146.14917,50.42693,0.9917,176.075,174.61358,6.22187,105.0,653.29685,0.87422,230.31917,201.34866,5.79342,302.6225,1753.22048,6.44011,302.62167,1948.91591,7.49167,110.00083,824.08989,2021/10/11 04:05:01
41,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 01:30:00,1.0,0.43001,113.49667,48.80417,0.61,157.59333,96.13193,3.45445,188.81,652.23403,5.95833,105.0,625.625,0.75,234.8875,176.16563,2.2443,315.2025,707.40962,2.47592,315.2025,780.41588,10.63318,110.0,1169.65,2021/10/11 04:05:01
42,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 06:00:00,1.0,1.01509,114.10083,115.82208,2.1995,195.43583,429.8618,7.44604,235.42333,1752.97117,11.99474,130.0,1559.31667,0.7543,236.06083,178.06,13.16619,367.735,4841.66831,10.32198,381.85083,3941.4568,25.18504,135.00083,3400.00185,2021/10/11 04:05:01
43,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 12:30:00,1.0,19.94475,115.96,2312.79316,17.12348,201.0325,3442.37649,19.44787,242.48333,4715.78418,36.18377,131.21917,4748.00405,0.01544,133.02333,2.05358,1.80031,264.48,476.1447,2.37322,276.12083,655.29414,14.16356,135.0,1912.08095,2021/10/11 04:05:01
44,D,TRADING,VWAFCASPRICES,1.0,2021-10-10 23:00:00,1.0,0.2,112.31333,22.46267,0.36317,154.485,56.10503,1.02012,185.455,189.18575,5.95,105.0,624.75,0.75,234.99917,176.24938,4.55264,313.14,1425.61321,3.93327,313.14,1231.66368,8.60015,110.0,946.01667,2021/10/11 04:05:01
45,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 00:00:00,1.0,0.33467,113.13083,37.86165,0.50159,155.18083,77.83754,1.15591,186.75583,215.87266,5.96667,105.0,626.5,0.76677,232.90667,178.586,3.1145,311.5325,970.26739,2.98701,311.5325,930.55049,9.31788,110.0,1024.96667,2021/10/11 04:05:01
46,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 02:30:00,1.0,0.4267,113.04167,48.23525,0.64331,159.49167,102.60192,3.52955,189.68333,669.49683,5.95833,105.0,625.625,0.75,237.0725,177.80438,2.24314,318.71667,714.92687,2.72866,318.71667,869.66961,10.41684,110.0,1145.85237,2021/10/11 04:05:01
47,D,TRADING,VWAFCASPRICES,1.0,2021-10-11 03:30:00,1.0,0.42664,113.23083,48.30913,0.67504,159.70417,107.80654,3.50872,190.02083,666.73028,5.95,105.0,624.75,0.75,233.9925,175.49438,2.15661,315.78417,681.02296,2.63739,315.78417,832.84531,9.44504,110.0,1038.9546,2021/10/11 04:05:01
48,C,END OF REPORT,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 09:00:00,1.0,8.90488,114.03833,1015.49796,5.33942,172.13583,919.10525,15.30854,219.48917,3360.05972,22.36003,105.0,2347.80329,0.09907,144.67583,14.33325,1.04857,214.51417,224.93383,1.33378,214.51583,286.11625,21.43689,110.0,2358.05833,2021/10/05 04:05:01
1,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 16:00:00,1.0,1.94933,112.31167,218.93263,1.05052,155.59417,163.45522,8.51532,186.22667,1585.77878,11.80027,105.0,1239.02795,0.48647,195.44417,95.07762,6.41982,312.83833,2008.36425,3.05373,312.83833,955.32473,38.80729,148.47583,5761.94475,2021/10/05 04:05:01
2,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 02:00:00,1.0,0.24597,114.3975,28.13828,1.38384,159.1275,220.20647,6.41246,193.54833,1241.12099,10.58802,105.0,1111.74203,0.76263,237.715,181.28875,2.53895,319.1025,810.18687,2.60964,319.10167,832.73973,10.52879,110.0,1158.16667,2021/10/05 04:05:01
3,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 03:30:00,1.0,0.31519,114.2775,36.01919,1.23,160.64,197.5872,5.73208,198.89583,1140.08777,10.5796,105.0,1110.85783,0.75917,238.0375,180.70975,2.36557,320.485,758.12961,2.45593,320.485,787.08933,9.15023,110.0,1006.525,2021/10/05 04:05:01
4,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 04:30:00,1.0,0.18,114.885,20.6793,1.60409,161.58833,259.2023,3.7739,192.99667,728.35018,11.11667,105.0,1167.25,0.82271,236.08417,194.22948,4.98,319.19583,1589.59525,4.56701,319.19667,1457.77543,8.65095,110.0,951.604,2021/10/05 04:05:01
5,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 12:00:00,1.0,7.90088,115.67833,913.96028,2.8074,163.37083,458.64677,35.3824,195.33,6911.24515,42.43171,105.00083,4455.36543,0.38211,147.8725,56.50318,0.35277,215.525,76.03003,0.62272,215.52583,134.21133,24.86664,117.155,2913.25083,2021/10/05 04:05:01
6,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 19:00:00,1.0,0.18,111.1575,20.00835,0.31189,143.555,44.77374,1.01503,176.64667,179.30119,10.58333,105.0,1111.25,0.88,219.87583,193.49073,5.65143,300.15083,1696.28251,4.49,300.15083,1347.67724,12.00311,119.785,1437.79208,2021/10/05 04:05:01
7,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 20:30:00,1.0,0.42336,110.51,46.78507,0.61,147.4425,89.93993,1.29091,178.7175,230.70743,11.08333,105.0,1163.75,0.88,233.13583,205.15953,2.88698,306.34667,884.41734,3.6282,306.3475,1111.48878,7.87,110.0,865.7,2021/10/05 04:05:01
8,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 23:30:00,1.0,0.35833,113.88583,40.80898,1.37119,154.67,212.08248,2.76094,187.15333,516.7199,5.96667,105.0,626.5,0.7635,235.68833,179.947,3.20826,313.95917,1007.26283,3.23406,314.85667,1018.26511,10.30534,110.0,1133.5875,2021/10/05 04:05:01
9,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 01:00:00,1.0,0.44659,114.6725,51.21114,1.38933,156.85083,217.91822,3.70529,189.46833,702.03589,10.6,105.0,1113.0,0.76819,237.42583,182.38825,2.80802,317.22083,890.76095,3.307,317.22083,1049.05071,9.74023,110.0,1071.425,2021/10/05 04:05:01
10,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 06:00:00,1.0,0.23152,94.32167,21.83762,1.25137,158.74833,198.65257,1.53993,190.09917,292.73852,12.57517,124.65417,1567.54744,0.79519,233.32,185.53417,8.20405,314.79083,2582.56032,6.93818,318.77333,2211.70827,7.93985,110.0,873.38333,2021/10/05 04:05:01
11,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 07:00:00,1.0,0.09146,88.85917,8.12733,3.38139,157.9875,534.21709,4.36564,187.27667,817.58235,31.61757,127.82917,4041.64738,0.33345,179.7725,59.94452,1.52413,268.61333,409.40293,1.89744,276.97667,525.54546,10.65372,110.0,1171.90868,2021/10/05 04:05:01
12,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 07:30:00,1.0,0.18331,101.38833,18.58581,5.31146,160.01167,849.89536,11.22634,196.3725,2204.54458,32.62436,118.9675,3881.23908,0.39989,185.29917,74.09846,1.46006,260.875,380.89301,2.85557,265.87167,759.21619,14.37652,110.0,1581.41768,2021/10/05 04:05:01
13,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 11:00:00,1.0,8.08769,115.6675,935.48305,6.20644,166.1675,1031.30781,26.00441,205.55083,5345.22898,33.14438,105.0,3480.15973,0.2555,146.60667,37.45816,0.45395,216.06083,98.08127,0.6151,225.23917,138.54495,19.72431,112.25417,2214.13638,2021/10/05 04:05:01
14,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 13:00:00,1.0,5.96044,113.4575,676.25677,5.19626,161.7475,840.48201,30.83499,191.68,5910.45166,39.70855,105.00083,4169.4306,0.18592,143.615,26.70075,0.34943,212.65667,74.30824,0.841,212.6575,178.84573,29.0507,118.59083,3445.14644,2021/10/05 04:05:01
15,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 14:30:00,1.0,11.57842,115.10083,1332.68588,3.13414,160.145,501.9172,32.37389,197.0875,6380.48846,40.59469,105.0,4262.44211,0.21642,157.68,34.12538,1.47643,261.54417,386.15248,1.96085,261.54583,512.85237,31.74981,134.7525,4278.36654,2021/10/05 04:05:01
16,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 18:30:00,1.0,0.18,107.97833,19.4361,0.2,144.56083,28.91217,1.0,174.16917,174.16917,11.1,105.0,1165.5,0.81667,208.35833,170.16001,5.12195,303.60417,1555.04583,4.23397,303.60333,1285.44747,21.25043,134.0525,2848.67295,2021/10/05 04:05:01
17,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 19:30:00,1.0,0.18285,108.30917,19.80422,0.57348,144.81167,83.04595,1.03,174.67833,179.91868,10.59937,105.0,1112.93333,0.88,230.23833,202.60973,4.51263,301.605,1361.03121,3.5862,301.60833,1081.62743,7.87,110.0,865.7,2021/10/05 04:05:01
18,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 17:00:00,1.0,0.32074,110.60417,35.47563,0.71099,149.73167,106.45727,1.87978,180.41583,339.14268,8.6565,105.0,908.93229,1.5656,192.82833,301.89112,239.92053,310.99083,74613.08678,123.28523,316.15333,38977.03522,39.02368,150.58917,5876.5435,2021/10/05 04:05:01
19,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 20:00:00,1.0,0.34107,110.74083,37.77024,0.61,146.10167,89.12202,1.03,178.01,183.3503,12.63333,105.0,1326.5,0.88,234.74083,206.57193,5.69965,307.01167,1749.85968,4.1904,307.01333,1286.50737,7.88852,110.0,867.73665,2021/10/05 04:05:01
20,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 22:00:00,1.0,0.66091,111.13833,73.45287,1.14744,158.39167,181.74523,2.99816,190.4125,570.8866,9.20489,109.16667,1004.86667,0.75651,236.69417,179.06225,5.60452,322.57083,1807.85367,3.86825,328.55083,1270.9172,10.51639,114.16667,1200.62083,2021/10/05 04:05:01
21,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 22:30:00,1.0,0.44,113.24417,49.82743,0.69999,153.39667,107.37537,2.61856,185.6225,486.06408,5.95,105.0,624.75,0.74027,233.54667,172.88663,4.10145,310.925,1275.24324,2.75516,310.925,856.64942,8.52682,110.0,937.95,2021/10/05 04:05:01
22,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 23:00:00,1.0,0.3603,113.70583,40.96862,1.32761,154.2975,204.84701,3.24456,186.71333,605.80216,6.70667,105.0,704.2,0.75529,234.7175,177.27988,3.17772,312.72333,993.74582,2.66198,312.72167,832.45748,8.51523,110.0,936.675,2021/10/05 04:05:01
23,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 08:00:00,1.0,0.55107,108.16833,59.60806,4.24994,159.075,676.05974,13.07036,193.87833,2534.05974,20.62991,109.4875,2258.71713,0.63572,175.19,111.37143,1.28033,243.92,312.29713,1.74553,243.92083,425.77063,11.88565,110.0,1307.4219,2021/10/05 04:05:01
24,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 14:00:00,1.0,7.30145,114.65833,837.17229,8.11241,160.59917,1302.84597,28.00843,195.15333,5465.93894,45.76463,105.0,4805.2857,0.32088,169.14167,54.27397,0.82245,256.63333,211.06828,1.78745,256.63667,458.72542,47.03412,117.0725,5506.40173,2021/10/05 04:05:01
25,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 00:00:00,1.0,0.19329,113.51,21.9405,1.37411,154.95167,212.92141,1.60008,186.975,299.17555,6.0,105.0,630.0,0.71753,232.09917,166.53803,2.46563,310.56417,765.73563,7.97468,314.25333,2506.07016,9.96777,110.0,1096.45417,2021/10/05 04:05:01
26,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 00:30:00,1.0,0.33443,114.18917,38.18882,1.36963,155.79667,213.38387,2.34653,188.24417,441.72071,10.6,105.0,1113.0,0.65486,235.96167,154.522,2.74591,315.01667,865.0084,5.58434,316.27833,1766.20468,9.62909,110.0,1059.2,2021/10/05 04:05:01
27,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 02:30:00,1.0,0.42346,114.17583,48.34869,1.54785,160.5475,248.50405,6.22124,202.3275,1258.72744,11.15927,105.00083,1171.73256,0.76103,236.705,180.13913,2.4381,318.66417,776.93613,2.49045,318.66583,793.62026,13.66933,110.0,1503.62602,2021/10/05 04:05:01
28,D,TRADING,VWAFCASPRICES,1.0,2021-10-05 03:00:00,1.0,0.26771,114.8725,30.75195,1.21886,160.32333,195.41233,5.17013,195.61083,1011.33292,12.61955,105.0,1325.05297,0.76355,233.975,178.652,2.19897,316.19833,695.31042,2.86104,316.1975,904.65346,11.8019,110.0,1298.20946,2021/10/05 04:05:01
29,D,TRADING,VWAFCASPRICES,1.0,2021-10-04 05:30:00,1.0,0.38519,113.33,43.65363,1.22425,159.42417,195.17439,0.99777,190.89833,190.47173,8.48413,105.9725,899.08425,0.81124,236.22583,191.636,4.11409,317.82083,1307.54333,3.07067,317.82083,975.92289,7.88173,110.0,866.9904,2021/10/05 04:05:01
